AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
482,False,CAL FIRE Madera-Mariposa-Merced Unit,,2013,True,/incidents/2013/6/16/rolling-fire/,,,Madera,20,,,,2013-06-18T19:30:00Z,,False,True,,,,37.015575,"off Hwy 41 & Road 145, northwest of Friant ",-119.78106,True,Rolling Fire,100,,True,"The Rolling Fire burned June 2013 off Highway 41 and Road 145, northwest of Friant, in Madera County. ","Rolling Fire, June 2013, Highway 41, Road 415, Friant, Madera County",2013-06-16T18:17:00Z,Finalized,,1,,,05d0fed7-8502-4a6f-9c5c-b9cee0e75408,2013-06-18T19:30:00Z,
413,False,San Bernardino National Forest,,2013,False,/incidents/2013/8/20/gobblers-fire/,,,San Bernardino,36,,,,2013-08-20T13:32:00Z,,False,True,,,,34.302,upper end of Lytle Creek,-117.598,False,Gobblers Fire,100,,True,"The Gobblers Fire burned in August 2013, on the upper end of Lytle Creek on the San Bernardino National Forest in San Bernardino County. ","Gobblers Fire, August 2013, Lytle Creek, San Bernardino National Forest, San Bernardino County",2013-08-20T13:32:00Z,Finalized,,,,,b202bd85-c5ef-4bdf-8270-d556f95c3742,2013-08-20T13:32:00Z,
406,False,CAL FIRE San Bernardino Unit,,2013,True,/incidents/2013/2/24/river-fire/,Gusty winds and thick bush are posing a challenge towards containment for firefighters. Full containment is expected on Thursday. ,,Inyo,14,25,25,25,2013-02-28T20:00:00Z,,False,True,,,2,36.602575,"south of Narrow Gauge Rd & north of Hwy 136, east of Lone Pine",-118.01651,True,River Fire,100,476,True,"The River Fire burned in February 2013, south of Narrow Gauge Rd & north of Highway 136, east of Lone Pine in Inyo County. ","River Fire, February 2013, Inyo County, Lone Pine",2013-02-24T08:16:00Z,Finalized,,0,,0,094719ba-a47b-4abb-9ec5-a506b2b9fd23,2013-02-28T20:00:00Z,25
376,False,CAL FIRE Sonoma-Lake-Napa Unit,,2013,True,/incidents/2013/10/3/putah-fire/,,,Napa,28,,,1,2013-10-04T16:55:00Z,,False,True,,,,38.628,off Berryessa Knoxville Rd near Lake Berryessa,-122.289,True,Putah Fire,100,4,True,The Putah Fire burned October 2013 off Berryessa Knoxville Rd near Lake Berryessa in Napa County.,"Putah Fire, October 2013, Berryessa Knoxville Rd, Lake Berryessa, Napa, Napa County",2013-10-03T20:33:00Z,Finalized,,,,,1f94fce5-49a5-4220-bc99-f003ab4d3e60,2013-10-04T16:55:00Z,
354,False,CAL FIRE San Benito-Monterey ,,2013,True,/incidents/2013/5/3/tres-pinos-fire/,,,San Benito,35,,,,2013-05-03T18:45:00Z,,False,True,,,,37.160346,"Highway 25 and Horizon Rd, Community of Tres ",-120.937494,False,Tres Pinos Fire,100,,True,"The Tres Pinos Fire burned in May 2013, off Highway 25 and Horizon Road, near the community of Tres in San Benito County. ","Tres Pinos Fire, May 2013, Highway 25, Community of Tres, San Benito County",2013-05-03T11:42:00Z,Finalized,,,,,ca68f3c4-4906-4952-b794-4531d7da8369,2013-05-03T18:45:00Z,
311,False,CAL FIRE / Riverside County Fire,,2013,True,/incidents/2013/2/28/jurupa-fire/,,,Riverside,33,,,,2013-03-02T19:00:00Z,,False,True,,,,0.0,"Rio Rancho Rd & Calle Hermosa, Jurupa Valley",0.0,False,Jurupa Fire,100,,True,"The Jurupa Fire burned in March 2013 off Rio Rancho Rd & Calle Hermosa, Jurupa Valley in Riverside County. ","Jurupa Fire, March 2013, Jurupa Valley, Riverside County, Rio Rancho Rd",2013-02-28T16:43:00Z,Finalized,,,,,99cb21da-9639-4300-9a97-1cadc993189f,2013-03-02T19:00:00Z,
305,False,CAL FIRE Butte Unit,,2013,True,/incidents/2013/10/4/summit-fire/,,,Butte,4,4,1,15,2013-10-05T22:00:00Z,,False,True,,1,,39.439,off District Center Dr & Fortune Way in Palermo,-121.497,True,Summit Fire,100,259,True,The Summit Fire burned October 2013 off District Center Drive and Fortune Way in Palermo in Butte County.,"Summit Fire, October 2013, Butte County, District Center Dr, Fortune Way, Palermo",2013-10-04T17:37:00Z,Finalized,,4,,,d922e7c8-814a-412b-a40b-53072d0983ea,2013-10-05T22:00:00Z,3
303,False,CAL FIRE Tuolumne-Calaveras Unit ,,2013,True,/incidents/2013/5/30/shelton-fire/,,,San Joaquin,39,,,,2013-05-30T13:25:00Z,,False,True,,,,38.04993,off North Shelton Rd in the Linden Peters area,-120.90325,False,Shelton Fire,100,,True,The Shelton Fire burned in May 2013 off North Shelton Road in the Linden Peters area in San Joaquin County.,"Shelton Fire, May 2013, North Shelton Road, Linden Peters, San Joaquin County",2013-05-30T11:20:00Z,Finalized,,,,,0b51d59b-457d-4a62-b066-55c2b8d400e2,2013-05-30T13:25:00Z,
298,False,CAL FIRE Butte Unit,4,2013,True,/incidents/2013/6/3/lone-fire/,"Multiple fires along Lone Tree Rd merged into 3 significant fires; 23, 210 and 65 acres respectively.  Good progress was made holding the perimeter while structure defenses and control efforts continue in the interior of the fires.<p>All residents are urged to use caution while driving in the fire area as emergency equipment and crews will remain on scene throughout the night.",All road closures have been lifted.,Butte,4,3,3,26,2013-06-03T20:00:00Z,,False,True,,2,,39.434183,Palermo Road and Lone Tree Road near Palermo,-121.576804,True,Lone Fire,100,,True,The Lone Fire burned in June 2013 off Palermo Road and Lone Tree Road near Palermo in Butte County. ,"Lone Fire, June 2013, Palermo Road, Lone Tree Road, Palermo, Butte County",2013-06-03T13:49:00Z,Finalized,,9,,,1a5192f1-bc99-4130-8683-381e0534b76a,2013-06-03T20:00:00Z,4
296,False,CAL FIRE Sonoma-Lake-Napa Unit,,2013,True,/incidents/2013/1/22/becks-fire/,,,Lake,17,,,,2013-01-23T10:15:00Z,,False,True,,,,0.0,"North of Highway 29, southeast of Kelseyville",0.0,False,Becks Fire,100,,True,"The Beck Fire burned in January 2013, North of Highway 29, southeast of Kelseyville in Lake County. 
","Becks Fire, January 2013, Lake County, Kelseyville, Highway 29",2013-01-22T11:08:00Z,Finalized,,,,,7a4a3552-3bea-4428-984c-e2edef13980f,2013-01-23T10:15:00Z,
274,False,CAL FIRE Santa Clara Unit,,2013,True,/incidents/2013/7/1/concord-fire/,,,Contra Costa,7,,,,2013-07-01T18:30:00Z,,False,True,,,,39.90465,off Concord Ave & Vineyard Parkway in Brentwood,-121.74367,False,Concord Fire,100,,True,The Concord Fire burned in July 2013 off Concord Ave and Vineyard Parkway in Brentwood in Contra Costa County. ,"Concord Fire, July 2013, Concord Ave, Vineyard Parkway, Brentwood, Contra Costa County",2013-07-01T15:41:00Z,Finalized,,,,,95399a9c-8b3e-4413-9f56-5ed57d3d81b3,2013-07-01T18:30:00Z,
274,False,CAL FIRE Madera-Mariposa-Merced Unit,,2013,True,/incidents/2013/4/30/gold-fire/,,,Madera,20,,,,2013-05-01T07:00:00Z,,False,True,,,,37.116295,Between Road 210 and Road 200 near Fine Gold Creek in the community of O,-119.635004,False,Gold Fire,100,,True,"The Gold Fire burned in April 2013 and May 2013, between Road 210 and Road 200 near Fine Gold Creek in the community of O, in Madera County. ","Gold Fire, April 2013, May 2013, Fine Gold Creek, Madera County",2013-04-30T12:59:00Z,Finalized,,,,,357ffc13-bef9-48eb-810f-c5de851972eb,2013-05-01T07:00:00Z,
268,False,Angeles National Forest/Los Angeles County Fire,,2013,False,/incidents/2013/9/23/madre-fire/,,,Los Angeles,19,,,,2013-09-28T08:00:00Z,,False,True,,,,34.149,San Gabriel Canyon 1/4 mile west of the entrance station,-117.908,False,Madre Fire,100,,True,The Madre Fire burned September 2013 in the San Gabriel Canyon in Los Angeles County.,"Madre Fire, September 2013, Los Angeles County, San Gabriel Canyon",2013-09-23T18:00:00Z,Finalized,,,,,eb5a3f2a-0c25-417a-af78-bb0d643247c7,2013-09-28T08:00:00Z,
263,False,CAL FIRE San Diego Unit / Cleveland National Forest,2,2013,True,/incidents/2013/9/9/lyon-fire/,CAL FIRE will no longer be in unified command as of 6:00 this evening. Cleveland National Forest will be handling the incident from this point on.,,San Diego,37,4,,15,2013-09-12T18:15:00Z,,False,True,,1,2,32.710918,"Four Corners, Lyons Valley Road, east of Lyons Peak",-116.746023,True,Lyon Fire,100,294,True,"The Lyon Fire burned September 2013 off of Lyons Valley Road in the Four Corners area near Lyons Peak, in San Diego County.","Lyon Fire, September 2013, San Diego County, Four Corners, Lyons Valley Road, Lyons Peak",2013-09-09T13:09:00Z,Finalized,,,,176,f6f6fefa-ac4e-466f-815e-492416e37b98,2013-09-12T18:15:00Z,4
243,False,Angeles National Forest,,2013,False,/incidents/2013/8/8/sharp-fire/,,,San Bernardino,36,,,,2013-08-13T23:45:00Z,,False,True,,,,34.35,Sheep canyon just south of Wrightwood,-117.62,False,Sharp Fire,100,,True,The Sharp Fire burned in August 2013 near Sheep Canyon just south of Wrightwood on the Angeles National Forest in San Bernardino County. ,"Sharp Fire, August 2013, Sheep Canyon, Wrightwood, Angeles National Forest, San Bernardino County",2013-08-08T12:15:00Z,Finalized,,,,,62eabea3-40be-497d-94e4-150f011b925f,2013-08-13T23:45:00Z,
240,False,CAL FIRE Santa Clara Unit,,2013,True,/incidents/2013/6/8/vasco-fire/,,,Alameda,1,,,,2013-06-08T13:25:00Z,,False,True,,,,37.775057,"off Vasco Road & North Vasco Road, north of Livermore",-121.737213,False,Vasco Fire,100,,True,"The Vasco Fire burned in June 2013 off Vasco Road and North Vasco Road, north of Livermore in Alameda County. ","Vasco Fire, June 2013, Vasco Road, North Vasco Road, Livermore, Alameda County",2013-06-08T10:16:00Z,Finalized,,,,,2ad509e4-99f1-4e1a-81eb-839f772f9c45,2013-06-08T13:25:00Z,
237,False,CAL FIRE/Placer County Fire,,2013,True,/incidents/2013/6/13/pfe-fire/,,,Placer,31,,,,2013-06-13T14:15:00Z,,False,True,,,,38.729297,"PFE Road and Watt Avenue, West Roseville",-121.380862,False,PFE Fire,100,,True,The PFE Fire burned in June 2013 off PFE Road and Watt Avenue in West Roseville in Placer County. ,"PFE Fire, June 2013, PFE Road, Watt Avenue, Roseville, Placer County",2013-06-13T11:28:00Z,Finalized,,,,,fe47b1c2-b9c0-44be-8d10-f270056db35c,2013-06-13T14:15:00Z,
226,False,Mendocino National Forest,,2013,False,/incidents/2013/6/12/daves-fire/,,,Glenn,11,,,,2013-06-17T09:00:00Z,,False,True,,,,0.0,15 miles northwest of Elk Creek off County Road 306,0.0,False,Daves Fire,100,,True,"The Daves Fires burned in June 2013, 15 miles northwest of Elk Creek off County Road 306, in Glenn County.","Daves Fires, June 2013, Mendocino National Forest, Glenn County, Elk Creek, County Road 306",2013-06-12T15:17:00Z,Finalized,,,,,f3a3c56c-d2fc-49df-b0e2-ab36356b17d4,2013-06-17T09:00:00Z,
217,False,CAL FIRE Tehama-Glenn Unit,,2013,True,/incidents/2013/5/1/306-fire/,Firefighters have made good progress. Fire is burning in steep and inaccessible terrain making access for equipment difficult.  ,,Glenn,11,11,5,6,2013-05-05T18:00:00Z,,False,True,,5,,39.514139,2 miles south of the community of Elk Creek,-122.560862,True,306 Fire,100,221,True,"The 306 Fire burned in May 2013, 2 miles south of the community of Elk Creek in Glenn County.","306 Fire, May 2013, Elk Creek, Glenn County  ",2013-05-01T19:00:00Z,Finalized,,,,,5649e78d-7c26-4698-89a0-b0fa9a35cf78,2013-05-05T18:00:00Z,5
213,False,Los Padres National Forest,,2013,False,/incidents/2013/7/17/tassajara-fire/,,,Monterey,27,,,,2013-07-17T19:30:00Z,,False,True,,,,0.0,"Tassajara Hot Springs, near the Zen Center",0.0,False,Tassajara Fire,100,,True,The Tassajara Fire burned in July 2013 near the Tassajara Hot Springs and the Zen Center in Monterey County on the Los Padres National Forest. ,"Tassajara Fire, July 2013, Los Padres National Forest, Monterey County, Tassajara Hot Springs, Zen Center",2013-07-17T13:23:00Z,Finalized,,,,,0d38ff45-833e-488a-881f-30f24678c49c,2013-07-17T19:30:00Z,
200,False,San Bernardino National Forest/CAL FIRE San Bernardino Unit,,2013,False,/incidents/2013/9/24/sierra-fire/,,,San Bernardino,36,,,,2013-09-30T08:30:00Z,,False,True,,,,34.2,in the Cajon Pass west of I-15 near Glen Helen Road,-117.417,False,Sierra Fire,100,,True,The Sierra Fire burned September 2013 in the Cajon Passon west of I-15 near Glen Helen Road in San Bernardino County.,"Sierra Fire, September 2013, San Bernardino County, Cajon Pass, I-15, Glen Helen Road",2013-09-24T15:51:00Z,Finalized,,,,,f7358513-329f-4dba-8980-4cd3a19b469a,2013-09-30T08:30:00Z,
200,False,CAL FIRE Tehama-Glenn Unit,,2013,True,/incidents/2013/7/4/vina-fire/,,,Tehama,52,,,,2013-07-04T10:30:00Z,,False,True,,,,40.012398,"Tehama-Vina Rd and Sherman Rd, Los Molinos",-122.079871,False,Vina Fire,100,,True,"The Vina Fire burned in July 2013 off Tehama-Vina Road and Sherman Road, Los Molinos in Tehama County. ","Vina Fire, July 2013, Tehama-Vina Road, Sherman Road, Los Molinos, Tehama County",2013-07-04T07:30:00Z,Finalized,,,,,c94959d7-eb88-4724-8feb-ba0662afca10,2013-07-04T10:30:00Z,
196,False,CAL FIRE Shasta Unit ,,2013,True,/incidents/2013/8/19/burney-lightning-series-warner-fire/,,,Shasta,45,24,24,31,2013-08-23T19:15:00Z,,False,True,,24,,40.5445,Fall River Mills and McAruther area,-121.3754,True,Burney Lightning Series (Warner Fire),100,347,True,Burney Lightning Series(Warner Fire)burned in August 2013 near Fall River Mills and McAruther area in Shasta County. ,"Burney Lightning Series(Warner Fire), August 2013, Fall River Mills, McAruther, Shasta County. ",2013-08-19T17:48:00Z,Finalized,,,,,f21a41c6-0905-4531-9bdf-2456d0051eed,2013-08-23T19:15:00Z,24
195,False,CAL FIRE Tehama-Glenn Unit,,2013,True,/incidents/2013/7/19/paskenta-fire/,,,Tehama,52,,,,2013-07-19T15:00:00Z,,False,True,,,,39.961309,West of Corning,-122.330879,False,Paskenta Fire,100,,True,The Paskenta Fire burned in July 2013 west of Corning in Tehama County. ,"Paskenta Fire, July 2013, Tehama County, Corning",2013-07-19T13:32:00Z,Finalized,,,,,4423899b-6197-4ef5-9f73-bca1763f17e6,2013-07-19T15:00:00Z,
190,False,CAL FIRE Sonoma-Lake-Napa Unit,,2013,True,/incidents/2013/11/21/silverado-fire/,"Firefighters continue to strengthen and patrol fire line.  Heavy mop up.  Weather 67 degrees, 11% humidity, wind 2mph.",,Napa,28,6,,15,2013-11-23T18:30:00Z,,False,True,,,,38.382,Off Silverado Trail in the Soda Canyon area near Napa,-122.311,True,Silverado Fire,100,150,True,The Silverado Fire is burning in the Silverado Trail area near Napa (Napa County).,"Silverado Trail, Napa County, Soda Canyon, November 2013",2013-11-21T21:39:00Z,Finalized,,1,,,79d476e5-0b4d-48e2-a105-2bba5c1140e9,2013-11-23T18:30:00Z,3
170,False,Santa Barbara County Fire,,2013,True,/incidents/2013/5/28/olive-fire/,,,Santa Barbara,42,,,,2013-05-29T10:30:00Z,,False,True,,,,34.611824,"Hwy 246 and Meadowvale, East of Solvang ",-120.074655,False,Olive Fire,100,,True,"The Olive Fire burned in May 2013 off Highway 246 and Meadowvale, East of Solvang in Santa Barbara County. ","Olive Fire, May 2013, Highway 246, Meadowvale, Solvang, Santa Barbara County, ",2013-05-28T15:24:00Z,Finalized,,,,,cb5f34a0-177e-445d-9349-dd94063a01d0,2013-05-29T10:30:00Z,
163,False,CAL FIRE Sonoma-Lake-Napa Unit,,2013,True,/incidents/2013/11/4/capay-fire/,,,Yolo,57,,,,2013-11-04T15:35:00Z,,False,True,,,,38.67479,"Off County Road 23 & County Road 81, Southwest of Esparto",-122.08725,False,Capay Fire,100,,True,"The Capay Fire off County Road 23 & County Road 81, Southwest of Esparto was 163 acres.","LNU, Capay Fire, County Road 23, County Road 81, Esparto, Capay",2013-11-04T11:41:00Z,Finalized,,,,,0aa08938-eaab-4a60-8891-946197328f94,2013-11-04T15:35:00Z,
163,False,CAL FIRE / Sacramento Metropolitan Fire,,2013,True,/incidents/2013/7/19/50-fire/,,,El Dorado,"9,34",,,,2013-07-19T17:15:00Z,,False,True,,,,38.63987,South of Hwy 50 at the El Dorado and Sacramento County line,-121.08438,False,50 Fire,100,,True,The 50 Fire burned in July 2013 South of Highway 50 at the El Dorado and Sacramento County Line. ,"50 Fire, July 2013, Highway 50, El Dorado, Sacramento County Line",2013-07-19T14:12:00Z,Finalized,,,,,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,2013-07-19T17:15:00Z,
163,False,CAL FIRE / Sacramento Metropolitan Fire,,2013,True,/incidents/2013/7/19/50-fire/,,,Sacramento,"9,34",,,,2013-07-19T17:15:00Z,,False,True,,,,38.63987,South of Hwy 50 at the El Dorado and Sacramento County line,-121.08438,False,50 Fire,100,,True,The 50 Fire burned in July 2013 South of Highway 50 at the El Dorado and Sacramento County Line. ,"50 Fire, July 2013, Highway 50, El Dorado, Sacramento County Line",2013-07-19T14:12:00Z,Finalized,,,,,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,2013-07-19T17:15:00Z,
159,False,CAL FIRE Sonoma-Lake-Napa Unit,,2013,True,/incidents/2013/10/4/crane-fire/,,,Sonoma,49,,,,2013-10-05T07:45:00Z,,False,True,,,,38.34599,"near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park ",-122.6503,False,Crane Fire,100,,True,"The Crane Fire burned October 2013 near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park in Sonoma County.","Crane Fire, October 2013, Sonoma County, Crane Creek Regional Park, Pressley Rd, Rohnert Park",2013-10-04T12:25:00Z,Finalized,,,,,1460f2d9-853b-4901-bed3-ac196e00bb3a,2013-10-05T07:45:00Z,
158,False,CAL FIRE Sonoma-Lake-Napa Unit,,2013,True,/incidents/2013/7/26/lakeville-fire/,,,Sonoma,49,,,,2013-07-26T17:45:00Z,,False,True,,,,38.17693,"Off Lakeville Hwy, 6 miles SE of Petaluma",-122.51253,False,Lakeville Fire,100,,True,"The Lakeville Fire burned in July 2013 off Lakeville Highway, 6 miles southeast of Petaluma in Sonoma County. ","Lakeville Fire, July 2013, Lakeville Highway, Petaluma, Sonoma County",2013-07-26T13:45:00Z,Finalized,,,,,c9b5d1ff-c042-4b39-8bac-b10fb6fc6c13,2013-07-26T17:45:00Z,
150,False,CAL FIRE Santa Clara Unit,,2013,True,/incidents/2013/10/4/highland-fire/,,,Alameda,1,,,,2013-10-04T10:30:00Z,,False,True,,,,0.0,"Highland Road, Livermore",0.0,False,Highland Fire,100,,True,THe Highland Fire burned October 2013 off Highland Road in Livermore in Alameda County.,"Highland FIre, October 2013, Alameda County, Highland Road, Livermore",2013-10-04T07:35:00Z,Finalized,,,,,6a48000a-6198-46dd-9a91-0b0159183145,2013-10-04T10:30:00Z,
